	2101	2609	2611	2809	428	4295	4298	4322	436	469	491	492	493	495	498	506	520	521	527
ENST00000433992	0.11548642368788384	0.35064216902493484	0.2939515189430594	0.11548642368788384	0.07558753344250095	-0.15961401134650136	-0.14281253646792227	-0.06510571515449402	0.3375739854285994	0.04829737345451052	0.11655194438636303	0.12285204948832859	0.42945716445065285	0.023100567560941226	0.24567111948149836	0.3138907959701312	0.16691851692057139	0.2437523504662037	-0.009452546612524478
ENST00000376441	0.13123146830839255	-0.43986703515546766	-0.33488683583435414	0.13123146830839255	-0.013647425911744816	0.14385923731837194	0.15225977672382437	0.24676584503516372	-0.14603182779422114	-0.1438387790351297	-0.17639878241160659	0.10499927524500394	-0.26879814462721	0.17325017303369677	-0.1459293927589325	-0.21205497808558496	-0.17846211027004677	-0.2931263667352577	-0.1827449493640312
ENST00000348335	0.017854524788354097	-0.3770277823437317	-0.24680091601887721	0.017854524788354097	-0.013652816630831524	0.08298800999071487	0.07878608543422297	0.10609859505142026	-0.0021172194001708665	-0.3455593179630596	-0.17226667432479315	-0.05882276684261233	-0.3088195259237144	0.06407529708791926	-0.21950562828035303	0.050409211991003046	-0.18693416113330286	-0.2753735177563904	-0.3341133379473107
ENST00000525817	0.224819121430842	0.2878389884673962	0.30674811909664107	0.224819121430842	-0.10505072571802779	-0.0073553991290965124	-0.024167739995602885	0.013660026954036402	0.15036350514151783	0.11136600032659766	0.20488586608378512	0.41502521591330827	0.2700290645309372	0.19122828070885042	0.3340770122196625	-0.034665924720301916	0.07668522741157699	0.1703159919195631	0.08512780082956226
ENST00000490337	0.10708741105603777	-0.11968026128395987	-0.1469757594715297	0.10708741105603777	0.26245671334201726	0.09030792747236269	0.07770682131342835	0.0882077431125403	-0.15555917196866484	0.03569805864029038	0.0997516641144548	0.05355089336670733	0.03885064812878768	0.060901496297026875	-0.020997531579615265	-0.3390860438071988	-0.06403792158587958	0.0021013133660879924	-0.011553112526418828
ENST00000398107	0.07034006701329842	0.10393039732790291	0.07873514949083558	0.07034006701329842	0.10393039732790291	-0.024151550790675602	-0.06615424781793751	0.07455478722338987	0.2539683961638629	0.03464729713984879	0.044099695602901626	0.03359976807840127	0.3359976807840126	0.2572502569288223	0.27821071281379217	0.16796433907769104	0.020995542384711394	0.07039235330201529	-0.03570878320906356
ENST00000269221	0.19842198008228953	-0.3726797075899546	-0.30129317205159767	0.19842198008228953	0.07243633753156872	-0.013650876533860117	0.0031502022770446506	0.11445734939928869	-0.01269841980819315	-0.09764238284866474	-0.014699898534300582	0.07979944918620296	-0.10499927524500394	0.3727503722846205	-0.034645107633415634	0.06928528986954756	-0.21205497808558496	-0.25110108118181573	-0.11972944958333076
ENST00000428870	0.18267852474265261	0.1595736817119465	-0.0020996537067361288	0.18267852474265261	0.34224355419799074	0.016801474878579116	0.021001843598223872	0.027302396677691035	0.10264788898612576	0.15749143517775172	0.3790563236349286	0.3643560783970084	0.3601560083290313	0.3759092357644074	0.24147161316557533	-0.15642049698845997	-0.10812960530074749	0.0021013133660879924	0.11238027639334643
ENST00000311008	0.1921228696034867	-0.07453594151799103	-0.13332485313781484	0.1921228696034867	-0.005249009966055742	-0.005250337128407744	0.05775370841248514	0.009450606831133912	0.11005297167100726	0.0010499180951469406	-0.0062999565147002215	0.09659933322540362	-0.10499927524500394	0.21105021078650318	-0.04304392160515277	0.16166567636227758	-0.14906835093145077	-0.18175936001863652	-0.004201033318713379
ENST00000459703	-0.09133710194264127	-0.15642049698845997	-0.10603000131432523	-0.09133710194264127	0.20051218070332788	0.07455478722338987	0.049353169007032766	0.14385923731837194	-0.1883598938215317	0.06404500380396286	-0.17639878241160659	-0.3359976807840126	-0.01889986954410072	-0.33285033243443557	-0.001049851746467137	-0.2078558696086427	-0.13647102550062398	-0.10401258174476885	0.08822169969298058
ENST00000463087	0.10603502639318119	-0.15432089300203775	-0.0997311893550584	0.10603502639318119	0.11652802124643663	-0.03675235989885417	-0.08295532662884225	0.0955561357370208	-0.23280436315020755	-0.06614483999425672	0.09659933322540362	0.1742987969067065	0.06719953615680248	0.22575022546815027	0.179524648645881	-0.01889598814624026	-0.027294205100124813	0.007354424971852329	-0.16594081608917774
ENST00000319928	-0.18687803105857564	0.3485425153181987	0.42622970246743574	-0.18687803105857564	0.2792539429959063	-0.07770682131342835	-0.09030792747236269	-0.19741732982330437	-0.013756933575460132	0.23518720986544253	0.1858531005079844	0.05145085833271879	0.36855614846498563	0.006300154789347594	0.2813669231668443	0.038842673748812236	0.1501216850291932	0.3046904380827545	0.20900630843248535
ENST00000380550	0.14172998577306398	-0.0430418817216568	0.05353990165376818	0.14172998577306398	0.18161574482552742	0.08295532662884225	0.09975640543974701	0.17326112523745527	-0.2687832192734214	0.08714320189719539	-0.30029792720071113	-0.22469844902430838	-0.05249963762250195	-0.15435015415729345	0.0262462936616785	0.13647102550062398	-0.14906835093145077	-0.2616074025701763	0.11132738294590401
ENST00000429888	0.1690261311812096	0.24880307239104052	0.2110102006354393	0.1690261311812096	-0.015747029898167144	0.0010500674256815762	0.0010500674256815762	-0.11865761910201482	-0.03809525942457944	0.22153271807600272	0.23939834755860892	0.09029937671070336	0.13019910130380488	-0.11865011850186505	0.05144273557688988	0.25614561709347883	0.10917682040049911	0.24479728834879938	0.2142526992543813
ENST00000566326	0.03779555684330743	-0.3359445930777819	-0.24146017627465588	0.03779555684330743	0.1343778372311128	0.0882077431125403	0.07560663695360594	0.0987086649116522	-0.1619085259265695	-0.14909189196827158	-0.11025183928439745	0.03465057806081063	-0.25095418656162843	0.07350180587572204	-0.20367605632226787	-0.21520940860828375	-0.2802971321873748	-0.31309569154710654	-0.17749781972407042
ENST00000360134	-0.07139160737069186	-0.09028510938965392	0.07978684085597325	-0.07139160737069186	0.3338449393710461	-0.05040442463573731	-0.046204055916092494	0.09660848055182983	0.12169595085983986	0.1091940617232412	-0.1858531005079844	-0.09345155901248924	-0.03885064812878768	-0.008400206385796803	0.1511822273732297	0.06403792158587958	-0.17321732887983826	-0.1008630415722222	0.07877122177103717
ENST00000380062	-0.10708741105603777	0.44092727841458945	0.4178310876404924	-0.10708741105603777	-0.10708233904354303	0.018901659238401522	0.04830424027591491	-0.10080884927147461	0.15344272064936326	0.07979566049006083	0.2782546420034793	0.21105352091584656	0.24045401139168585	0.32130789425672796	0.27296791053499836	0.10183079334148072	0.0997311893550584	0.1912195163140046	0.11238027639334643
ENST00000367041	0.1165335438578526	0.10812960530074749	0.07453594151799103	0.1165335438578526	-0.07243633753156872	0.27196746325152094	0.24676584503516372	0.19846274345381243	0.07407411554779332	-0.12074058094189723	0.21629850700470807	0.21419852149980786	-0.03989972459310147	0.02205002202247048	0.05354243906982419	0.18266121874698898	-0.11127637463897029	-0.019962010637884924	-0.10712634962719068
ENST00000393051	-0.08293828797090412	-0.36848049961711066	-0.24670346840461818	-0.08293828797090412	-0.015747029898167144	0.07035451752066367	0.07035451752066367	0.1564600464265505	-0.19047629712289713	-0.15013828760601128	-0.17009882589690634	-0.07979944918620296	-0.30029792720071113	-0.04305004299625194	-0.2929086372643322	-0.11967459159285489	-0.11967459159285489	-0.15234166013122713	-0.12393048290204418
ENST00000493059	-0.022046886675809927	-0.04724108969450137	-0.1102292092871698	-0.022046886675809927	0.18161574482552742	-0.08085519177747914	-0.10185654029111012	-0.07455478722338987	-0.34074093151984913	0.29082731235570014	0.054599623127402006	-0.12389914478910459	0.0776994636813029	-0.14175014157302454	-0.04094421811221847	-0.16376523060074868	-0.14276968821603733	-0.11241763885545723	0.268866132397655
ENST00000504148	0.036744811126349905	0.05983871361303507	0.13962366509708174	0.036744811126349905	0.14592247705634862	-0.0955561357370208	-0.08295532662884225	-0.16066031612927675	-0.17566147401333834	0.05564565904278744	0.07139950716660265	0.060899579642102276	0.2540982460929095	-0.045150045093630076	0.005249258732335701	-0.24354829166265193	-0.13857057973909503	0.005253160694180238	0.021005166593566812
